path,emotion_id,emotion,intensity,statement,repetition,actor
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-03-01-02-01-15.wav,03,happy,01,02,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-03-01-02-02-15.wav,03,happy,01,02,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-03-02-01-01-15.wav,03,happy,02,01,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-03-02-01-02-15.wav,03,happy,02,01,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-03-02-02-01-15.wav,03,happy,02,02,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-03-02-02-02-15.wav,03,happy,02,02,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-04-01-01-01-15.wav,04,sad,01,01,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-04-01-01-02-15.wav,04,sad,01,01,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-04-01-02-01-15.wav,04,sad,01,02,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-04-01-02-02-15.wav,04,sad,01,02,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-04-02-01-01-15.wav,04,sad,02,01,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-04-02-01-02-15.wav,04,sad,02,01,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-04-02-02-01-15.wav,04,sad,02,02,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-04-02-02-02-15.wav,04,sad,02,02,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-05-01-01-01-15.wav,05,angry,01,01,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-05-01-01-02-15.wav,05,angry,01,01,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-05-01-02-01-15.wav,05,angry,01,02,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-05-01-02-02-15.wav,05,angry,01,02,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-05-02-01-01-15.wav,05,angry,02,01,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-05-02-01-02-15.wav,05,angry,02,01,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-05-02-02-01-15.wav,05,angry,02,02,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-05-02-02-02-15.wav,05,angry,02,02,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-06-01-01-01-15.wav,06,fearful,01,01,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-06-01-01-02-15.wav,06,fearful,01,01,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-06-01-02-01-15.wav,06,fearful,01,02,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-06-01-02-02-15.wav,06,fearful,01,02,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-06-02-01-01-15.wav,06,fearful,02,01,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-06-02-01-02-15.wav,06,fearful,02,01,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-06-02-02-01-15.wav,06,fearful,02,02,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-06-02-02-02-15.wav,06,fearful,02,02,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-07-01-01-01-15.wav,07,disgust,01,01,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-07-01-01-02-15.wav,07,disgust,01,01,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-07-01-02-01-15.wav,07,disgust,01,02,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-07-01-02-02-15.wav,07,disgust,01,02,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-07-02-01-01-15.wav,07,disgust,02,01,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-07-02-01-02-15.wav,07,disgust,02,01,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-07-02-02-01-15.wav,07,disgust,02,02,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-07-02-02-02-15.wav,07,disgust,02,02,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-08-01-01-01-15.wav,08,surprised,01,01,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-08-01-01-02-15.wav,08,surprised,01,01,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-08-01-02-01-15.wav,08,surprised,01,02,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-08-01-02-02-15.wav,08,surprised,01,02,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-08-02-01-01-15.wav,08,surprised,02,01,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-08-02-01-02-15.wav,08,surprised,02,01,02,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-08-02-02-01-15.wav,08,surprised,02,02,01,15
../data/raw\audio_speech_actors_01-24\Actor_15\03-01-08-02-02-02-15.wav,08,surprised,02,02,02,15
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-01-01-01-01-16.wav,01,neutral,01,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-01-01-01-02-16.wav,01,neutral,01,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-01-01-02-01-16.wav,01,neutral,01,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-01-01-02-02-16.wav,01,neutral,01,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-02-01-01-01-16.wav,02,calm,01,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-02-01-01-02-16.wav,02,calm,01,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-02-01-02-01-16.wav,02,calm,01,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-02-01-02-02-16.wav,02,calm,01,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-02-02-01-01-16.wav,02,calm,02,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-02-02-01-02-16.wav,02,calm,02,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-02-02-02-01-16.wav,02,calm,02,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-02-02-02-02-16.wav,02,calm,02,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-03-01-01-01-16.wav,03,happy,01,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-03-01-01-02-16.wav,03,happy,01,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-03-01-02-01-16.wav,03,happy,01,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-03-01-02-02-16.wav,03,happy,01,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-03-02-01-01-16.wav,03,happy,02,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-03-02-01-02-16.wav,03,happy,02,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-03-02-02-01-16.wav,03,happy,02,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-03-02-02-02-16.wav,03,happy,02,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-04-01-01-01-16.wav,04,sad,01,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-04-01-01-02-16.wav,04,sad,01,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-04-01-02-01-16.wav,04,sad,01,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-04-01-02-02-16.wav,04,sad,01,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-04-02-01-01-16.wav,04,sad,02,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-04-02-01-02-16.wav,04,sad,02,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-04-02-02-01-16.wav,04,sad,02,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-04-02-02-02-16.wav,04,sad,02,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-05-01-01-01-16.wav,05,angry,01,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-05-01-01-02-16.wav,05,angry,01,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-05-01-02-01-16.wav,05,angry,01,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-05-01-02-02-16.wav,05,angry,01,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-05-02-01-01-16.wav,05,angry,02,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-05-02-01-02-16.wav,05,angry,02,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-05-02-02-01-16.wav,05,angry,02,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-05-02-02-02-16.wav,05,angry,02,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-06-01-01-01-16.wav,06,fearful,01,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-06-01-01-02-16.wav,06,fearful,01,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-06-01-02-01-16.wav,06,fearful,01,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-06-01-02-02-16.wav,06,fearful,01,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-06-02-01-01-16.wav,06,fearful,02,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-06-02-01-02-16.wav,06,fearful,02,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-06-02-02-01-16.wav,06,fearful,02,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-06-02-02-02-16.wav,06,fearful,02,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-07-01-01-01-16.wav,07,disgust,01,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-07-01-01-02-16.wav,07,disgust,01,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-07-01-02-01-16.wav,07,disgust,01,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-07-01-02-02-16.wav,07,disgust,01,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-07-02-01-01-16.wav,07,disgust,02,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-07-02-01-02-16.wav,07,disgust,02,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-07-02-02-01-16.wav,07,disgust,02,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-07-02-02-02-16.wav,07,disgust,02,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-08-01-01-01-16.wav,08,surprised,01,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-08-01-01-02-16.wav,08,surprised,01,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-08-01-02-01-16.wav,08,surprised,01,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-08-01-02-02-16.wav,08,surprised,01,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-08-02-01-01-16.wav,08,surprised,02,01,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-08-02-01-02-16.wav,08,surprised,02,01,02,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-08-02-02-01-16.wav,08,surprised,02,02,01,16
../data/raw\audio_speech_actors_01-24\Actor_16\03-01-08-02-02-02-16.wav,08,surprised,02,02,02,16
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-01-01-01-01-17.wav,01,neutral,01,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-01-01-01-02-17.wav,01,neutral,01,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-01-01-02-01-17.wav,01,neutral,01,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-01-01-02-02-17.wav,01,neutral,01,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-02-01-01-01-17.wav,02,calm,01,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-02-01-01-02-17.wav,02,calm,01,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-02-01-02-01-17.wav,02,calm,01,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-02-01-02-02-17.wav,02,calm,01,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-02-02-01-01-17.wav,02,calm,02,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-02-02-01-02-17.wav,02,calm,02,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-02-02-02-01-17.wav,02,calm,02,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-02-02-02-02-17.wav,02,calm,02,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-03-01-01-01-17.wav,03,happy,01,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-03-01-01-02-17.wav,03,happy,01,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-03-01-02-01-17.wav,03,happy,01,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-03-01-02-02-17.wav,03,happy,01,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-03-02-01-01-17.wav,03,happy,02,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-03-02-01-02-17.wav,03,happy,02,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-03-02-02-01-17.wav,03,happy,02,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-03-02-02-02-17.wav,03,happy,02,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-04-01-01-01-17.wav,04,sad,01,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-04-01-01-02-17.wav,04,sad,01,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-04-01-02-01-17.wav,04,sad,01,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-04-01-02-02-17.wav,04,sad,01,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-04-02-01-01-17.wav,04,sad,02,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-04-02-01-02-17.wav,04,sad,02,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-04-02-02-01-17.wav,04,sad,02,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-04-02-02-02-17.wav,04,sad,02,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-05-01-01-01-17.wav,05,angry,01,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-05-01-01-02-17.wav,05,angry,01,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-05-01-02-01-17.wav,05,angry,01,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-05-01-02-02-17.wav,05,angry,01,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-05-02-01-01-17.wav,05,angry,02,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-05-02-01-02-17.wav,05,angry,02,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-05-02-02-01-17.wav,05,angry,02,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-05-02-02-02-17.wav,05,angry,02,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-06-01-01-01-17.wav,06,fearful,01,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-06-01-01-02-17.wav,06,fearful,01,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-06-01-02-01-17.wav,06,fearful,01,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-06-01-02-02-17.wav,06,fearful,01,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-06-02-01-01-17.wav,06,fearful,02,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-06-02-01-02-17.wav,06,fearful,02,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-06-02-02-01-17.wav,06,fearful,02,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-06-02-02-02-17.wav,06,fearful,02,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-07-01-01-01-17.wav,07,disgust,01,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-07-01-01-02-17.wav,07,disgust,01,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-07-01-02-01-17.wav,07,disgust,01,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-07-01-02-02-17.wav,07,disgust,01,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-07-02-01-01-17.wav,07,disgust,02,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-07-02-01-02-17.wav,07,disgust,02,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-07-02-02-01-17.wav,07,disgust,02,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-07-02-02-02-17.wav,07,disgust,02,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-08-01-01-01-17.wav,08,surprised,01,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-08-01-01-02-17.wav,08,surprised,01,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-08-01-02-01-17.wav,08,surprised,01,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-08-01-02-02-17.wav,08,surprised,01,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-08-02-01-01-17.wav,08,surprised,02,01,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-08-02-01-02-17.wav,08,surprised,02,01,02,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-08-02-02-01-17.wav,08,surprised,02,02,01,17
../data/raw\audio_speech_actors_01-24\Actor_17\03-01-08-02-02-02-17.wav,08,surprised,02,02,02,17
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-01-01-01-01-18.wav,01,neutral,01,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-01-01-01-02-18.wav,01,neutral,01,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-01-01-02-01-18.wav,01,neutral,01,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-01-01-02-02-18.wav,01,neutral,01,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-02-01-01-01-18.wav,02,calm,01,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-02-01-01-02-18.wav,02,calm,01,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-02-01-02-01-18.wav,02,calm,01,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-02-01-02-02-18.wav,02,calm,01,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-02-02-01-01-18.wav,02,calm,02,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-02-02-01-02-18.wav,02,calm,02,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-02-02-02-01-18.wav,02,calm,02,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-02-02-02-02-18.wav,02,calm,02,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-03-01-01-01-18.wav,03,happy,01,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-03-01-01-02-18.wav,03,happy,01,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-03-01-02-01-18.wav,03,happy,01,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-03-01-02-02-18.wav,03,happy,01,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-03-02-01-01-18.wav,03,happy,02,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-03-02-01-02-18.wav,03,happy,02,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-03-02-02-01-18.wav,03,happy,02,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-03-02-02-02-18.wav,03,happy,02,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-04-01-01-01-18.wav,04,sad,01,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-04-01-01-02-18.wav,04,sad,01,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-04-01-02-01-18.wav,04,sad,01,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-04-01-02-02-18.wav,04,sad,01,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-04-02-01-01-18.wav,04,sad,02,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-04-02-01-02-18.wav,04,sad,02,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-04-02-02-01-18.wav,04,sad,02,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-04-02-02-02-18.wav,04,sad,02,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-05-01-01-01-18.wav,05,angry,01,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-05-01-01-02-18.wav,05,angry,01,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-05-01-02-01-18.wav,05,angry,01,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-05-01-02-02-18.wav,05,angry,01,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-05-02-01-01-18.wav,05,angry,02,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-05-02-01-02-18.wav,05,angry,02,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-05-02-02-01-18.wav,05,angry,02,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-05-02-02-02-18.wav,05,angry,02,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-06-01-01-01-18.wav,06,fearful,01,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-06-01-01-02-18.wav,06,fearful,01,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-06-01-02-01-18.wav,06,fearful,01,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-06-01-02-02-18.wav,06,fearful,01,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-06-02-01-01-18.wav,06,fearful,02,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-06-02-01-02-18.wav,06,fearful,02,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-06-02-02-01-18.wav,06,fearful,02,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-06-02-02-02-18.wav,06,fearful,02,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-07-01-01-01-18.wav,07,disgust,01,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-07-01-01-02-18.wav,07,disgust,01,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-07-01-02-01-18.wav,07,disgust,01,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-07-01-02-02-18.wav,07,disgust,01,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-07-02-01-01-18.wav,07,disgust,02,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-07-02-01-02-18.wav,07,disgust,02,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-07-02-02-01-18.wav,07,disgust,02,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-07-02-02-02-18.wav,07,disgust,02,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-08-01-01-01-18.wav,08,surprised,01,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-08-01-01-02-18.wav,08,surprised,01,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-08-01-02-01-18.wav,08,surprised,01,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-08-01-02-02-18.wav,08,surprised,01,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-08-02-01-01-18.wav,08,surprised,02,01,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-08-02-01-02-18.wav,08,surprised,02,01,02,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-08-02-02-01-18.wav,08,surprised,02,02,01,18
../data/raw\audio_speech_actors_01-24\Actor_18\03-01-08-02-02-02-18.wav,08,surprised,02,02,02,18
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-01-01-01-01-19.wav,01,neutral,01,01,01,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-01-01-01-02-19.wav,01,neutral,01,01,02,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-01-01-02-01-19.wav,01,neutral,01,02,01,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-01-01-02-02-19.wav,01,neutral,01,02,02,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-02-01-01-01-19.wav,02,calm,01,01,01,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-02-01-01-02-19.wav,02,calm,01,01,02,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-02-01-02-01-19.wav,02,calm,01,02,01,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-02-01-02-02-19.wav,02,calm,01,02,02,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-02-02-01-01-19.wav,02,calm,02,01,01,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-02-02-01-02-19.wav,02,calm,02,01,02,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-02-02-02-01-19.wav,02,calm,02,02,01,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-02-02-02-02-19.wav,02,calm,02,02,02,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-03-01-01-01-19.wav,03,happy,01,01,01,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-03-01-01-02-19.wav,03,happy,01,01,02,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-03-01-02-01-19.wav,03,happy,01,02,01,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-03-01-02-02-19.wav,03,happy,01,02,02,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-03-02-01-01-19.wav,03,happy,02,01,01,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-03-02-01-02-19.wav,03,happy,02,01,02,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-03-02-02-01-19.wav,03,happy,02,02,01,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-03-02-02-02-19.wav,03,happy,02,02,02,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-04-01-01-01-19.wav,04,sad,01,01,01,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-04-01-01-02-19.wav,04,sad,01,01,02,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-04-01-02-01-19.wav,04,sad,01,02,01,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-04-01-02-02-19.wav,04,sad,01,02,02,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-04-02-01-01-19.wav,04,sad,02,01,01,19
../data/raw\audio_speech_actors_01-24\Actor_19\03-01-04-02-01-02-19.wav,04,sad,02,01,02,19
